test_case,iteration,start_iso,end_iso,latency_ms,status_code,prediction,proba
fake2,51,2025-11-07T21:37:57.390005+00:00,2025-11-07T21:37:57.442386+00:00,52.380,400,,
fake2,52,2025-11-07T21:37:57.442421+00:00,2025-11-07T21:37:57.490400+00:00,47.977,400,,
fake2,53,2025-11-07T21:37:57.490436+00:00,2025-11-07T21:37:57.538521+00:00,48.083,400,,
fake2,54,2025-11-07T21:37:57.538557+00:00,2025-11-07T21:37:57.593959+00:00,55.401,400,,
fake2,55,2025-11-07T21:37:57.593994+00:00,2025-11-07T21:37:57.669923+00:00,75.927,400,,
fake2,56,2025-11-07T21:37:57.669961+00:00,2025-11-07T21:37:57.738729+00:00,68.767,400,,
fake2,57,2025-11-07T21:37:57.738776+00:00,2025-11-07T21:37:57.790485+00:00,51.707,400,,
fake2,58,2025-11-07T21:37:57.790522+00:00,2025-11-07T21:37:57.838348+00:00,47.825,400,,
fake2,59,2025-11-07T21:37:57.838384+00:00,2025-11-07T21:37:57.890444+00:00,52.058,400,,
fake2,60,2025-11-07T21:37:57.890479+00:00,2025-11-07T21:37:57.942419+00:00,51.938,400,,
fake2,61,2025-11-07T21:37:57.942455+00:00,2025-11-07T21:37:57.994678+00:00,52.221,400,,
fake2,62,2025-11-07T21:37:57.994716+00:00,2025-11-07T21:37:58.062508+00:00,67.790,400,,
fake2,63,2025-11-07T21:37:58.062545+00:00,2025-11-07T21:37:58.138578+00:00,76.031,400,,
fake2,64,2025-11-07T21:37:58.138616+00:00,2025-11-07T21:37:58.206459+00:00,67.841,400,,
fake2,65,2025-11-07T21:37:58.206497+00:00,2025-11-07T21:37:58.270675+00:00,64.177,400,,
fake2,66,2025-11-07T21:37:58.270713+00:00,2025-11-07T21:37:58.331343+00:00,60.627,400,,
fake2,67,2025-11-07T21:37:58.331386+00:00,2025-11-07T21:37:58.402087+00:00,70.699,400,,
fake2,68,2025-11-07T21:37:58.402123+00:00,2025-11-07T21:37:58.450493+00:00,48.369,400,,
fake2,69,2025-11-07T21:37:58.450530+00:00,2025-11-07T21:37:58.502997+00:00,52.465,400,,
fake2,70,2025-11-07T21:37:58.503034+00:00,2025-11-07T21:37:58.558819+00:00,55.784,400,,
fake2,71,2025-11-07T21:37:58.558855+00:00,2025-11-07T21:37:58.610374+00:00,51.517,400,,
fake2,72,2025-11-07T21:37:58.610412+00:00,2025-11-07T21:37:58.658772+00:00,48.358,400,,
fake2,73,2025-11-07T21:37:58.658811+00:00,2025-11-07T21:37:58.727063+00:00,68.250,400,,
fake2,74,2025-11-07T21:37:58.727107+00:00,2025-11-07T21:37:58.794502+00:00,67.393,400,,
fake2,75,2025-11-07T21:37:58.794540+00:00,2025-11-07T21:37:58.847090+00:00,52.548,400,,
fake2,76,2025-11-07T21:37:58.847128+00:00,2025-11-07T21:37:58.922141+00:00,75.012,400,,
fake2,77,2025-11-07T21:37:58.922181+00:00,2025-11-07T21:37:58.986302+00:00,64.119,400,,
fake2,78,2025-11-07T21:37:58.986340+00:00,2025-11-07T21:37:59.046282+00:00,59.941,400,,
fake2,79,2025-11-07T21:37:59.046317+00:00,2025-11-07T21:37:59.098239+00:00,51.920,400,,
fake2,80,2025-11-07T21:37:59.098276+00:00,2025-11-07T21:37:59.154470+00:00,56.192,400,,
fake2,81,2025-11-07T21:37:59.154506+00:00,2025-11-07T21:37:59.210283+00:00,55.775,400,,
fake2,82,2025-11-07T21:37:59.210317+00:00,2025-11-07T21:37:59.259507+00:00,49.188,400,,
fake2,83,2025-11-07T21:37:59.259545+00:00,2025-11-07T21:37:59.322912+00:00,63.366,400,,
fake2,84,2025-11-07T21:37:59.322950+00:00,2025-11-07T21:37:59.379486+00:00,56.535,400,,
fake2,85,2025-11-07T21:37:59.379525+00:00,2025-11-07T21:37:59.446684+00:00,67.156,400,,
fake2,86,2025-11-07T21:37:59.446726+00:00,2025-11-07T21:37:59.518651+00:00,71.924,400,,
fake2,87,2025-11-07T21:37:59.518693+00:00,2025-11-07T21:37:59.570269+00:00,51.574,400,,
fake2,88,2025-11-07T21:37:59.570304+00:00,2025-11-07T21:37:59.622719+00:00,52.412,400,,
fake2,89,2025-11-07T21:37:59.622756+00:00,2025-11-07T21:37:59.679046+00:00,56.289,400,,
fake2,90,2025-11-07T21:37:59.679082+00:00,2025-11-07T21:37:59.751618+00:00,72.535,400,,
fake2,91,2025-11-07T21:37:59.751656+00:00,2025-11-07T21:37:59.806220+00:00,54.562,400,,
fake2,92,2025-11-07T21:37:59.806259+00:00,2025-11-07T21:37:59.878997+00:00,72.736,400,,
fake2,93,2025-11-07T21:37:59.879230+00:00,2025-11-07T21:37:59.930914+00:00,51.684,400,,
fake2,94,2025-11-07T21:37:59.930952+00:00,2025-11-07T21:37:59.986517+00:00,55.564,400,,
fake2,95,2025-11-07T21:37:59.986558+00:00,2025-11-07T21:38:00.039491+00:00,52.931,400,,
fake2,96,2025-11-07T21:38:00.039528+00:00,2025-11-07T21:38:00.103272+00:00,63.742,400,,
fake2,97,2025-11-07T21:38:00.103313+00:00,2025-11-07T21:38:00.167990+00:00,64.675,400,,
fake2,98,2025-11-07T21:38:00.168029+00:00,2025-11-07T21:38:00.242257+00:00,74.226,400,,
fake2,99,2025-11-07T21:38:00.242297+00:00,2025-11-07T21:38:00.299021+00:00,56.722,400,,
fake2,100,2025-11-07T21:38:00.299060+00:00,2025-11-07T21:38:00.355577+00:00,56.516,400,,
