test_case,iteration,start_iso,end_iso,latency_ms,status_code,label
fake2,23,2025-11-07T21:45:37.649310+00:00,2025-11-07T21:45:37.677224+00:00,27.913,200,FAKE
fake2,24,2025-11-07T21:45:37.677262+00:00,2025-11-07T21:45:37.705328+00:00,28.065,200,FAKE
fake2,25,2025-11-07T21:45:37.705362+00:00,2025-11-07T21:45:37.733410+00:00,28.046,200,FAKE
fake2,26,2025-11-07T21:45:37.733443+00:00,2025-11-07T21:45:37.763419+00:00,29.974,200,FAKE
fake2,27,2025-11-07T21:45:37.763464+00:00,2025-11-07T21:45:37.794240+00:00,30.775,200,FAKE
fake2,28,2025-11-07T21:45:37.794278+00:00,2025-11-07T21:45:37.821547+00:00,27.267,200,FAKE
fake2,29,2025-11-07T21:45:37.821582+00:00,2025-11-07T21:45:37.849134+00:00,27.552,200,FAKE
fake2,30,2025-11-07T21:45:37.849166+00:00,2025-11-07T21:45:37.877741+00:00,28.574,200,FAKE
fake2,31,2025-11-07T21:45:37.877776+00:00,2025-11-07T21:45:37.905507+00:00,27.730,200,FAKE
fake2,32,2025-11-07T21:45:37.905542+00:00,2025-11-07T21:45:37.996722+00:00,91.178,200,FAKE
fake2,33,2025-11-07T21:45:37.996757+00:00,2025-11-07T21:45:38.025869+00:00,29.111,200,FAKE
fake2,34,2025-11-07T21:45:38.025904+00:00,2025-11-07T21:45:38.053902+00:00,27.997,200,FAKE
fake2,35,2025-11-07T21:45:38.053937+00:00,2025-11-07T21:45:38.081314+00:00,27.376,200,FAKE
fake2,36,2025-11-07T21:45:38.081349+00:00,2025-11-07T21:45:38.109937+00:00,28.586,200,FAKE
fake2,37,2025-11-07T21:45:38.109971+00:00,2025-11-07T21:45:38.137564+00:00,27.591,200,FAKE
fake2,38,2025-11-07T21:45:38.137598+00:00,2025-11-07T21:45:38.165540+00:00,27.941,200,FAKE
fake2,39,2025-11-07T21:45:38.165574+00:00,2025-11-07T21:45:38.193415+00:00,27.840,200,FAKE
fake2,40,2025-11-07T21:45:38.193468+00:00,2025-11-07T21:45:38.221231+00:00,27.761,200,FAKE
fake2,41,2025-11-07T21:45:38.221265+00:00,2025-11-07T21:45:38.249519+00:00,28.253,200,FAKE
fake2,42,2025-11-07T21:45:38.249554+00:00,2025-11-07T21:45:38.277803+00:00,28.248,200,FAKE
fake2,43,2025-11-07T21:45:38.277838+00:00,2025-11-07T21:45:38.306189+00:00,28.350,200,FAKE
fake2,44,2025-11-07T21:45:38.306223+00:00,2025-11-07T21:45:38.333688+00:00,27.464,200,FAKE
fake2,45,2025-11-07T21:45:38.333722+00:00,2025-11-07T21:45:38.361276+00:00,27.552,200,FAKE
fake2,46,2025-11-07T21:45:38.361310+00:00,2025-11-07T21:45:38.389523+00:00,28.211,200,FAKE
fake2,47,2025-11-07T21:45:38.389558+00:00,2025-11-07T21:45:38.418022+00:00,28.462,200,FAKE
fake2,48,2025-11-07T21:45:38.418057+00:00,2025-11-07T21:45:38.445919+00:00,27.861,200,FAKE
fake2,49,2025-11-07T21:45:38.445955+00:00,2025-11-07T21:45:38.473573+00:00,27.617,200,FAKE
fake2,50,2025-11-07T21:45:38.473608+00:00,2025-11-07T21:45:38.501366+00:00,27.756,200,FAKE
fake2,51,2025-11-07T21:45:38.501401+00:00,2025-11-07T21:45:38.529142+00:00,27.739,200,FAKE
fake2,52,2025-11-07T21:45:38.529177+00:00,2025-11-07T21:45:38.558147+00:00,28.969,200,FAKE
fake2,53,2025-11-07T21:45:38.558182+00:00,2025-11-07T21:45:38.586697+00:00,28.513,200,FAKE
fake2,54,2025-11-07T21:45:38.586734+00:00,2025-11-07T21:45:38.613833+00:00,27.098,200,FAKE
fake2,55,2025-11-07T21:45:38.613868+00:00,2025-11-07T21:45:38.673076+00:00,59.207,200,FAKE
fake2,56,2025-11-07T21:45:38.673114+00:00,2025-11-07T21:45:38.701682+00:00,28.566,200,FAKE
fake2,57,2025-11-07T21:45:38.701720+00:00,2025-11-07T21:45:38.729703+00:00,27.982,200,FAKE
fake2,58,2025-11-07T21:45:38.729737+00:00,2025-11-07T21:45:38.758242+00:00,28.504,200,FAKE
fake2,59,2025-11-07T21:45:38.758280+00:00,2025-11-07T21:45:38.787014+00:00,28.733,200,FAKE
fake2,60,2025-11-07T21:45:38.787049+00:00,2025-11-07T21:45:38.814144+00:00,27.094,200,FAKE
fake2,61,2025-11-07T21:45:38.814179+00:00,2025-11-07T21:45:38.842146+00:00,27.966,200,FAKE
fake2,62,2025-11-07T21:45:38.842180+00:00,2025-11-07T21:45:38.869573+00:00,27.391,200,FAKE
fake2,63,2025-11-07T21:45:38.869608+00:00,2025-11-07T21:45:38.898565+00:00,28.956,200,FAKE
fake2,64,2025-11-07T21:45:38.898599+00:00,2025-11-07T21:45:38.925802+00:00,27.201,200,FAKE
fake2,65,2025-11-07T21:45:38.925837+00:00,2025-11-07T21:45:38.953495+00:00,27.656,200,FAKE
fake2,66,2025-11-07T21:45:38.953529+00:00,2025-11-07T21:45:38.981469+00:00,27.939,200,FAKE
fake2,67,2025-11-07T21:45:38.981504+00:00,2025-11-07T21:45:39.009685+00:00,28.179,200,FAKE
fake2,68,2025-11-07T21:45:39.009719+00:00,2025-11-07T21:45:39.038555+00:00,28.835,200,FAKE
fake2,69,2025-11-07T21:45:39.038590+00:00,2025-11-07T21:45:39.067010+00:00,28.420,200,FAKE
fake2,70,2025-11-07T21:45:39.067045+00:00,2025-11-07T21:45:39.094141+00:00,27.094,200,FAKE
fake2,71,2025-11-07T21:45:39.094176+00:00,2025-11-07T21:45:39.122097+00:00,27.920,200,FAKE
fake2,72,2025-11-07T21:45:39.122131+00:00,2025-11-07T21:45:39.150439+00:00,28.306,200,FAKE
fake2,73,2025-11-07T21:45:39.150474+00:00,2025-11-07T21:45:39.177751+00:00,27.276,200,FAKE
fake2,74,2025-11-07T21:45:39.177785+00:00,2025-11-07T21:45:39.205192+00:00,27.406,200,FAKE
fake2,75,2025-11-07T21:45:39.205227+00:00,2025-11-07T21:45:39.233365+00:00,28.137,200,FAKE
fake2,76,2025-11-07T21:45:39.233400+00:00,2025-11-07T21:45:39.261746+00:00,28.344,200,FAKE
fake2,77,2025-11-07T21:45:39.261781+00:00,2025-11-07T21:45:39.290551+00:00,28.769,200,FAKE
fake2,78,2025-11-07T21:45:39.290590+00:00,2025-11-07T21:45:39.554780+00:00,264.188,200,FAKE
fake2,79,2025-11-07T21:45:39.554815+00:00,2025-11-07T21:45:39.582823+00:00,28.006,200,FAKE
fake2,80,2025-11-07T21:45:39.582857+00:00,2025-11-07T21:45:39.609656+00:00,26.798,200,FAKE
fake2,81,2025-11-07T21:45:39.609691+00:00,2025-11-07T21:45:39.637931+00:00,28.239,200,FAKE
fake2,82,2025-11-07T21:45:39.637965+00:00,2025-11-07T21:45:39.665630+00:00,27.664,200,FAKE
fake2,83,2025-11-07T21:45:39.665666+00:00,2025-11-07T21:45:39.694451+00:00,28.784,200,FAKE
fake2,84,2025-11-07T21:45:39.694485+00:00,2025-11-07T21:45:39.722038+00:00,27.552,200,FAKE
fake2,85,2025-11-07T21:45:39.722073+00:00,2025-11-07T21:45:39.750046+00:00,27.972,200,FAKE
fake2,86,2025-11-07T21:45:39.750080+00:00,2025-11-07T21:45:39.778575+00:00,28.493,200,FAKE
fake2,87,2025-11-07T21:45:39.778609+00:00,2025-11-07T21:45:39.805873+00:00,27.263,200,FAKE
fake2,88,2025-11-07T21:45:39.805908+00:00,2025-11-07T21:45:39.833710+00:00,27.801,200,FAKE
fake2,89,2025-11-07T21:45:39.833745+00:00,2025-11-07T21:45:39.861830+00:00,28.083,200,FAKE
fake2,90,2025-11-07T21:45:39.862124+00:00,2025-11-07T21:45:39.890912+00:00,28.788,200,FAKE
fake2,91,2025-11-07T21:45:39.890948+00:00,2025-11-07T21:45:39.917981+00:00,27.032,200,FAKE
fake2,92,2025-11-07T21:45:39.918016+00:00,2025-11-07T21:45:39.945950+00:00,27.933,200,FAKE
fake2,93,2025-11-07T21:45:39.945982+00:00,2025-11-07T21:45:39.997578+00:00,51.594,200,FAKE
fake2,94,2025-11-07T21:45:39.997613+00:00,2025-11-07T21:45:40.025807+00:00,28.193,200,FAKE
fake2,95,2025-11-07T21:45:40.025841+00:00,2025-11-07T21:45:40.054004+00:00,28.162,200,FAKE
fake2,96,2025-11-07T21:45:40.054039+00:00,2025-11-07T21:45:40.082608+00:00,28.569,200,FAKE
fake2,97,2025-11-07T21:45:40.082643+00:00,2025-11-07T21:45:40.110232+00:00,27.587,200,FAKE
fake2,98,2025-11-07T21:45:40.110265+00:00,2025-11-07T21:45:40.138261+00:00,27.994,200,FAKE
fake2,99,2025-11-07T21:45:40.138296+00:00,2025-11-07T21:45:40.166731+00:00,28.434,200,FAKE
fake2,100,2025-11-07T21:45:40.166766+00:00,2025-11-07T21:45:40.198256+00:00,31.489,200,FAKE
