test_case,iteration,start_iso,end_iso,latency_ms,status_code,label
real2,58,2025-11-07T21:45:44.670230+00:00,2025-11-07T21:45:44.698316+00:00,28.084,200,REAL
real2,59,2025-11-07T21:45:44.698351+00:00,2025-11-07T21:45:44.726466+00:00,28.114,200,REAL
real2,60,2025-11-07T21:45:44.726500+00:00,2025-11-07T21:45:44.754428+00:00,27.926,200,REAL
real2,61,2025-11-07T21:45:44.754463+00:00,2025-11-07T21:45:44.783532+00:00,29.067,200,REAL
real2,62,2025-11-07T21:45:44.783566+00:00,2025-11-07T21:45:44.810715+00:00,27.148,200,REAL
real2,63,2025-11-07T21:45:44.810751+00:00,2025-11-07T21:45:44.838648+00:00,27.896,200,REAL
real2,64,2025-11-07T21:45:44.838683+00:00,2025-11-07T21:45:44.866390+00:00,27.705,200,REAL
real2,65,2025-11-07T21:45:44.866425+00:00,2025-11-07T21:45:44.894698+00:00,28.271,200,REAL
real2,66,2025-11-07T21:45:44.894732+00:00,2025-11-07T21:45:44.921875+00:00,27.141,200,REAL
real2,67,2025-11-07T21:45:44.921907+00:00,2025-11-07T21:45:44.951166+00:00,29.257,200,REAL
real2,68,2025-11-07T21:45:44.951200+00:00,2025-11-07T21:45:44.986493+00:00,35.292,200,REAL
real2,69,2025-11-07T21:45:44.986528+00:00,2025-11-07T21:45:45.015255+00:00,28.726,200,REAL
real2,70,2025-11-07T21:45:45.015292+00:00,2025-11-07T21:45:45.042400+00:00,27.107,200,REAL
real2,71,2025-11-07T21:45:45.042434+00:00,2025-11-07T21:45:45.074270+00:00,31.835,200,REAL
real2,72,2025-11-07T21:45:45.074304+00:00,2025-11-07T21:45:45.102797+00:00,28.491,200,REAL
real2,73,2025-11-07T21:45:45.102832+00:00,2025-11-07T21:45:45.130714+00:00,27.880,200,REAL
real2,74,2025-11-07T21:45:45.130751+00:00,2025-11-07T21:45:45.158285+00:00,27.532,200,REAL
real2,75,2025-11-07T21:45:45.158319+00:00,2025-11-07T21:45:45.186625+00:00,28.304,200,REAL
real2,76,2025-11-07T21:45:45.186659+00:00,2025-11-07T21:45:45.215545+00:00,28.885,200,REAL
real2,77,2025-11-07T21:45:45.215582+00:00,2025-11-07T21:45:45.243089+00:00,27.506,200,REAL
real2,78,2025-11-07T21:45:45.243123+00:00,2025-11-07T21:45:45.271881+00:00,28.757,200,REAL
real2,79,2025-11-07T21:45:45.271916+00:00,2025-11-07T21:45:45.299765+00:00,27.847,200,REAL
real2,80,2025-11-07T21:45:45.299861+00:00,2025-11-07T21:45:45.331034+00:00,31.165,200,REAL
real2,81,2025-11-07T21:45:45.331163+00:00,2025-11-07T21:45:45.362104+00:00,30.940,200,REAL
real2,82,2025-11-07T21:45:45.362136+00:00,2025-11-07T21:45:45.390591+00:00,28.453,200,REAL
real2,83,2025-11-07T21:45:45.390623+00:00,2025-11-07T21:45:45.422087+00:00,31.462,200,REAL
real2,84,2025-11-07T21:45:45.422120+00:00,2025-11-07T21:45:45.449993+00:00,27.871,200,REAL
real2,85,2025-11-07T21:45:45.450025+00:00,2025-11-07T21:45:45.477963+00:00,27.937,200,REAL
real2,86,2025-11-07T21:45:45.477996+00:00,2025-11-07T21:45:45.506514+00:00,28.516,200,REAL
real2,87,2025-11-07T21:45:45.506548+00:00,2025-11-07T21:45:45.534535+00:00,27.985,200,REAL
real2,88,2025-11-07T21:45:45.534571+00:00,2025-11-07T21:45:45.563298+00:00,28.715,200,REAL
real2,89,2025-11-07T21:45:45.563488+00:00,2025-11-07T21:45:45.591621+00:00,28.131,200,REAL
real2,90,2025-11-07T21:45:45.591876+00:00,2025-11-07T21:45:45.618774+00:00,26.898,200,REAL
real2,91,2025-11-07T21:45:45.618814+00:00,2025-11-07T21:45:45.647991+00:00,29.175,200,REAL
real2,92,2025-11-07T21:45:45.648048+00:00,2025-11-07T21:45:45.677983+00:00,29.934,200,REAL
real2,93,2025-11-07T21:45:45.678015+00:00,2025-11-07T21:45:45.706312+00:00,28.294,200,REAL
real2,94,2025-11-07T21:45:45.706362+00:00,2025-11-07T21:45:45.747805+00:00,41.441,200,REAL
real2,95,2025-11-07T21:45:45.747862+00:00,2025-11-07T21:45:45.774473+00:00,26.610,200,REAL
real2,96,2025-11-07T21:45:45.774513+00:00,2025-11-07T21:45:45.802565+00:00,28.051,200,REAL
real2,97,2025-11-07T21:45:45.802599+00:00,2025-11-07T21:45:45.830943+00:00,28.342,200,REAL
real2,98,2025-11-07T21:45:45.830980+00:00,2025-11-07T21:45:45.858938+00:00,27.956,200,REAL
real2,99,2025-11-07T21:45:45.858986+00:00,2025-11-07T21:45:45.886429+00:00,27.442,200,REAL
real2,100,2025-11-07T21:45:45.886464+00:00,2025-11-07T21:45:45.916583+00:00,30.117,200,REAL
